"RPT_REC_NUM","ProviderNumber","SNF_Name","Address","City","State","ZipCode","County","SNF_BedCount","SNF_BedDaysAvailable","SNF_MedicareInpatientDays","SNF_MedicaidInpatientDays","SNF_OtherInpatientDays","SNF_MedicareDischarges","SNF_MedicaidDischarges","SNF_OtherDischarges","SNF_MedicareALOS","SNF_MedicaidALOS","PRVDR_CTRL_TYPE_CD","PRVDR_NUM","NPI","RPT_STUS_CD","FY_BGN_DT","FY_END_DT","PROC_DT","INITL_RPT_DT","LAST_RPT_DT","TRNSMTL_NUM","FI_NUM","ADR_VNDR_CD","FI_CREAT_DT","UTIL_CD","NPR_DT","SPEC_IND","FI_RCPT_DT","YEAR","DAYS_IN_COST_REPORTING_PERIOD"
"1185669","345013","PEAK RESOURCES CHARLOTTE","3223 CENTRAL AVE","CHARLOTTE","NC","28205","MECKLENBURG",142,51830,9187,31137,7466,294,183,235,31,170,4,"345013",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/12/2018","F","","","03/02/2018",2017,364
"1185670","345026","LIBERTY COMMONS NURSING AND REHABILI","2049 MOORE ROAD","MATTHEWS","NC","28105","MECKLENBURG",169,61685,6217,32451,14033,244,66,329,25,491,4,"345026",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/12/2018","F","","","02/28/2018",2017,364
"1185671","345039","LCNRC KERNERSVILLE","5755 SHATTALON DRIVE","WINSTON-SALEM","NC","27105","FORSYTH",100,69200,974,12525,5161,32,68,101,30,184,4,"345039",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/12/2018","F","","","02/28/2018",2017,364
"1185672","345048","REGENCY CARE OF BLACK MOUNTAIN  LLC","611 OLD US HWY 70E","BLACK MOUNTAIN","NC","28711","BUNCOMBE",97,35405,4078,22780,5239,115,103,178,35,221,6,"345048",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/12/2018","F","","","03/01/2018",2017,364
"1185673","345083","WHITE OAK MANOR - RUTHERFORDTON","188 OSCAR JUSTICE RD","RUTHERFORDTON","NC","28139","RUTHERFORDTON",80,29200,2582,17947,5298,89,36,58,29,498,4,"345083",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"02/27/2018","F","","","02/22/2018",2017,364
"1185674","345088","TRINITY GLEN","849 WATERWORKS ROAD","WINSTON-SALEM","NC","27105","FORSYTH",117,42705,3418,25912,10856,98,51,195,34,508,1,"345088",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"02/26/2018","F","","","02/21/2018",2017,364
"1185675","425005","CHENAW HEALTHCARE  INC.","400 MOFFAT ROAD","CHERAW","SC","29520","CHESTERFIELD",120,43800,4021,32938,5223,82,24,10,49,1372,4,"425005",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11001,4,"02/27/2018","F","","","02/23/2018",2017,364
"1185676","425017","WHITE OAK MANOR - LANCASTER","253 CRAIG RD","LANCASTER","SC","29720","LANCASTER",132,48180,4491,32931,8323,48,78,59,93,422,4,"425017",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11001,4,"02/27/2018","F","","","02/22/2018",2017,364
"1185677","425064","OAKHAVEN NURSING CENTER  LLC","123 OAK STREET","DARLINGTON","SC","29532","DARLINGTON",88,32120,3262,25292,2165,90,87,54,36,290,4,"425064",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11001,4,"03/07/2018","F","","","02/27/2018",2017,364
"1185678","425078","WESLEY COMMONS","1110 MARSHALL ROAD","GREENWOOD","SC","29646","GREENWOOD",102,37230,4356,15118,8753,128,14,89,34,1079,1,"425078",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11001,4,"02/26/2018","F","","","02/22/2018",2017,364
"1185679","425086","LORIS REHAB NURSING CENTER  LLC","3620 STEVENS STREET","LORIS","SC","29569","HORRY",88,32120,4698,22405,3468,158,69,32,29,324,4,"425086",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11001,4,"03/07/2018","F","","","02/27/2018",2017,364
"1185680","425111","MORRELL NURSING CENTER  LLC","900 NORTH MARQUIS HIGHWAY","HARTSVILLE","SC","29550","DARLINGTON",154,56210,11666,32358,5700,331,94,138,35,344,4,"425111",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11001,4,"03/07/2018","F","","","02/27/2018",2017,364
"1185681","425176","MEDFORD NURSING CENTER  LLC","105 MEDFORD PLACE","DARLINGTON","SC","29532","DARLINGTON",88,32120,3775,24922,1948,116,87,82,32,286,4,"425176",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11001,4,"03/07/2018","F","","","02/27/2018",2017,364
"1185682","425290","WHITE OAK ESTATES","400 WEBBER RD","SPARTANBURG","SC","29307","SPARTANBURG",88,32120,5155,14732,11326,94,26,136,54,566,4,"425290",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11001,4,"02/27/2018","F","","","02/22/2018",2017,364
"1185683","495226","WAYLAND NURSING & REHAB CTR","730 LUNENBURG HWY","KEYSVILLE","VA","23947","CHARLOTTE",90,32850,2796,14532,2380,74,NA,82,37,NA,4,"495226",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11301,4,"03/07/2018","F","","","02/28/2018",2017,364
"1185684","345096","HUNTERSVILLE OAKS","12019 VERHOFF DRIVE","HUNTERSVILLE","NC","28078","MECKLENBURG",168,61320,8862,28525,20488,330,57,365,26,500,2,"345096",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/12/2018","F","","","02/28/2018",2017,364
"1185685","345106","TRINITY RIDGE","1125 10TH STREET BLVD  NW","HICKORY","NC","28601","CATAWBA",120,43800,6777,21216,13460,263,32,141,25,663,1,"345106",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"02/26/2018","F","","","02/21/2018",2017,364
"1185686","345131","REGENCY CARE OF CLEMMONS  LLC","3905 CLEMMONS RD","CLEMMONS","NC","27012","FORSYTH",120,43800,2663,16897,6973,74,91,112,35,185,6,"345131",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/12/2018","F","","","03/01/2018",2017,364
"1185687","345187","GRACE HEIGHTS HEALTH AND REHABILITAT","109 FOOTHILLS DRIVE","MORGANTON","NC","28655","BURKE",120,43800,4741,18479,11903,164,9,105,28,2053,2,"345187",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"02/28/2018","F","","","02/26/2018",2017,364
"1185688","345202","CAPITAL NURSING AND REHAB CENTER","3000 HOLSTON LANE","RALEIGH","NC","27610","WAKE",125,45625,5074,20955,8290,210,38,252,24,551,4,"345202",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185689","345207","LIBERTY COMMONS N&R CTR COLUMBUS CO","1402 PINCKNEY STREET","WHITEVILLE","NC","28472","COLUMBUS",107,39055,7199,21380,5813,258,67,115,27,319,4,"345207",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185690","345210","ELIZABETHTOWN NURSING CENTER","208 MERCER ROAD","ELIZABETHTOWN","NC","28337","BLADEN",94,34310,4099,19449,5221,78,76,41,52,255,4,"345210",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185691","345216","LIBERTY COMMONS NURSING AND REHABILI","3100 TRAMWAY ROAD","SANFORD","NC","27332","LEE",83,30295,7646,10305,7040,295,42,163,25,245,4,"345216",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185692","345218","MARY GRAN NURSING CENTER","120 SOUTHWOOD DRIVE","CLINTON","NC","28329","SAMPSON",212,77380,6354,34007,5006,191,53,192,33,641,4,"345218",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","03/02/2018",2017,364
"1185693","345226","PEAK RESOURCES OUTER BANKS","430 W HEALTH CENTER DR","NAGS HEAD","NC","27959","DARE",126,45990,4207,15828,3225,178,171,44,23,92,4,"345226",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","03/02/2018",2017,364
"1185694","345229","PEAK RESOURCES SHELBY","1101 N MORGAN STREET","SHELBY","NC","28150","CLEVELAND",100,36500,4663,22902,3513,154,126,41,30,181,4,"345229",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","03/02/2018",2017,364
"1185695","345240","LCNRC WARREN HILLS","864 US HWY 158 BUSINESS WEST","WARRENTON","NC","27589","WARREN",140,51100,3572,30534,5491,73,100,59,48,305,4,"345240",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185696","345284","LIBERTY COMMONS N&R OF THE OAKS","901 BETHESDA ROAD","WINSTON-SALEM","NC","27103","FORSYTH",151,55115,2693,23250,13754,110,52,392,24,447,4,"345284",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185697","345288","MAGNOLIA ESTATES SKILLED CARE FACILI","1404 SOUTH SALISBURY AVENUE","SPENCER","NC","28159","ROWAN",70,25550,1056,17248,2576,14,41,7,75,420,4,"345288",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185699","345303","THE LAURELS OF GREENTREE RIDGE","70 SWEETEN CREEK ROAD","ASHEVILLE","NC","28803","BUNCOMBE",98,35770,6756,17921,7750,282,48,233,23,373,4,"345303",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","03/01/2018",2017,364
"1185700","345309","LIBERTY COMMONS NSG & RHB HALIFAX CO","101 CAROLINA AVENUE","WELDON","NC","27890","HALIFAX",50,18250,3979,10627,1456,121,27,35,32,393,4,"345309",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185701","345311","ROXBORO NURSING CENTER","901 RIDGE ROAD","ROXBORO","NC","27573","PERSON",140,51100,4537,33514,5951,84,76,37,54,440,4,"345311",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185703","345318","BRUNSWICK COVE LIVING CENTER  LLC","1478 RIVER ROAD","WINNABOW","NC","28479","BRUNSWICK",175,63875,3920,39615,5950,111,24,97,35,1650,6,"345318",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","03/02/2018",2017,364
"1185704","345319","ELDERBERRY HEALTH CARE","415 ELDERBERRY LANE","MARSHALL","NC","28753","MADISON",80,29200,2132,21260,3956,25,53,61,85,401,4,"345319",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","02/28/2018",2017,364
"1185705","345322","THE LAURELS OF HENDERSONVILLE","290 CLEAR CREEK ROAD","HENDERSONVILLE","NC","28792","HENDERSON",100,36500,7026,22059,4336,219,59,83,32,373,4,"345322",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/13/2018","F","","","03/01/2018",2017,364
"1185710","345475","TSALI CARE CENTER","55 ECHOTA CHURCH ROAD","CHEROKEE","NC","28719","SWAIN",72,26280,342,15585,6364,42,46,23,8,338,2,"345475",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/19/2018","F","","","03/02/2018",2017,364
"1185711","345494","PEAK RESOURCES GASTONIA","2780 X-RAY DRIVE","GASTONIA","NC","28054","GASTON",120,43800,3311,28666,5932,143,177,100,23,161,4,"345494",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/19/2018","F","","","03/02/2018",2017,364
"1185712","345496","LIBERTY COMMONS - ALAMANCE COUNTY","791 BOONE STATION ROAD","BURLINGTON","NC","27215","ALAMANCE",90,32850,2159,14588,11133,106,57,299,20,255,4,"345496",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/19/2018","F","","","02/28/2018",2017,364
"1185713","345503","LIBERTY COMMONS N&R ROWAN COUNTY","4412 SOUTH MAIN STREET","SALISBURY","NC","28147","ROWAN",90,32850,3815,20447,6832,136,33,172,28,619,4,"345503",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/19/2018","F","","","02/28/2018",2017,364
"1185714","345510","TARBORO CARE  LLC","911 WESTERN BOULEVARD","TARBORO","NC","27886","EDGECOMBE",118,43070,3404,32436,2783,95,94,36,35,345,4,"345510",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"02/26/2018","F","","","02/22/2018",2017,364
"1185715","345516","CONOVER NURSING & REHAB CENTER","920 4TH STREET SW","CONOVER","NC","28613","CATAWBA",90,32850,5298,16705,7243,163,27,118,32,618,4,"345516",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/19/2018","F","","","03/02/2018",2017,364
"1185716","345519","LIBERTY COMMONS N&R JOHNSTON CO","2315 HIGHWAY 242 NORTH","BENSON","NC","27504","JOHNSTON",100,36500,6896,17321,7841,251,66,141,27,262,4,"345519",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/19/2018","F","","","02/28/2018",2017,364
"1185717","345530","PENN NURSING CENTER","618-A S. MAIN STREET","REIDSVILLE","NC","27320","ROCKINGHAM",82,29930,4209,15844,7308,272,49,72,15,323,2,"345530",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"02/28/2018","F","","","02/26/2018",2017,364
"1185718","345532","LIBERTY COMMONS N&R CTR OF LEE CO","310 COMMERCE DRIVE","SANFORD","NC","27332","LEE",80,29200,2770,15234,5423,110,50,73,25,304,4,"345532",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/19/2018","F","","","02/28/2018",2017,364
"1185719","345543","LIBERTY COMMONS - DAVIE COUNTY","316 NC HWY 801 SOUTH","ADVANCE","NC","27006","DAVIE",117,42705,3875,12189,14091,185,44,383,20,277,4,"345543",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/20/2018","F","","","02/28/2018",2017,364
"1185720","345562","CLEAR CREEK NURSING AND REHAB CENTER","10506 CLEAR CREEK COMMERCE DR","MINT HILL","NC","28227","MECKLENBURG",120,43800,5430,14432,8140,117,41,130,46,352,4,"345562",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/07/2018","F","","","02/28/2018",2017,364
"1185721","345569","SPRINGBROOK NURSING & REHAB CENTER","195 SPRINGBROOK AVE","CLAYTON","NC","27520","JOHNSTON",100,36500,10787,3179,6484,328,20,198,32,158,4,"345569",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",11501,4,"03/07/2018","F","","","02/28/2018",2017,364
"1185724","075064","MILFORD HEALTH CARE","195 PLATT STREET","MILFORD","CT","06460","NEW HAVEN",120,43800,4775,29418,7734,230,50,279,20,588,4,"075064",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",13001,4,"03/22/2018","F","","","03/02/2018",2017,364
"1185726","075423","JACC HEALTHCARE CENTER OF DANIELSON","111 WESTCOTT ROAD","DANIELSON","CT","06239","WINDHAM",190,69350,5590,48393,7982,173,151,178,32,320,4,"075423",NA,1,2016-10-01,2017-09-30,"03/22/2018","N","N","",13001,4,"03/22/2018","F","","","03/02/2018",2017,364
"1185803","145247","DOCTORS NURSING & REHAB CENTER  LLC","1625 S. SIXTH STREET","SPRINGFIELD","IL","62703","MARION",120,43800,4393,23746,NA,133,100,NA,33,237,4,"145247",NA,1,2017-01-01,2017-12-31,"03/23/2018","N","N","",6101,4,"03/22/2018","F","","","03/09/2018",2017,364
"1185804","145503","DOUGLAS REAHB & CARE CENTER","1625 S. SIXTH STREET","SPRINGFIELD","IL","62703","COLES",79,28835,2557,8376,3408,69,50,50,37,167,4,"145503",NA,1,2017-01-01,2017-12-31,"03/23/2018","N","N","",6101,4,"03/22/2018","F","","","03/09/2018",2017,364
"1185805","145628","EVERGREEN NURSING & REHAB CENTER","1625 S. SIXTH STREET","SPRINGFIELD","IL","62703","EFFINGHAM",120,43800,6995,21489,NA,138,100,NA,50,214,4,"145628",NA,1,2017-01-01,2017-12-31,"03/23/2018","N","N","",6101,4,"03/22/2018","F","","","03/09/2018",2017,364
"1185815","175281","LIFE CARE CENTER OF KANSAS CITY","3231 N 61ST STREET","KANSAS CITY","KS","66104","WYANDOTTE",82,29930,1897,14362,3638,54,69,50,35,208,5,"175281",NA,1,2016-10-01,2017-09-30,"03/23/2018","N","N","",10001,4,"03/06/2018","F","","","02/20/2018",2017,364
"1185831","245289","CENTENNIAL GARDENS","3245 VERA CRUZ","MINNEAPOLIS","MN","55422","HENNEPIN",115,41975,1602,24169,8146,18,122,74,89,198,5,"245289",NA,1,2016-10-01,2017-09-30,"03/26/2018","N","N","",6201,4,"03/23/2018","F","","","03/05/2018",2017,364
"1185835","105610","PALM GARDEN OF AVENTURA","21251 EAST DIXIE HIGHWAY","NORTH MIAMI BEACH","FL","33180","MIAMI-DADE",120,43800,6957,21423,10402,296,195,527,23,109,5,"105610",NA,1,2016-11-01,2017-10-31,"03/26/2018","N","N","",9001,4,"03/23/2018","F","","","03/22/2018",2017,364
"1185845","245563","GREENWOOD CONNECTIONS","427 MAIN STREET NE","MENAHGA","MN","56464","WADENA",65,23725,1741,14824,5406,65,61,75,26,243,8,"245563",NA,1,2016-10-01,2017-09-30,"03/26/2018","N","N","",6201,4,"03/23/2018","F","","","03/02/2018",2017,364
"1185937","425179","WOODRUFF MANOR  LLC","114 EAST GEORGIA ROAD","WOODRUFF","SC","29388","SPARTANBURG",88,32120,1422,27671,2069,22,41,26,64,674,4,"425179",NA,1,2016-10-01,2017-09-30,"03/27/2018","N","N","",12001,4,"03/22/2018","F","","","03/02/2018",2017,364
"1185959","676098","THE PLAZA AT RICHARDSON","1301 RICHARDSON DR.","RICHARDSON","TX","75080","DALLAS",132,48180,3178,21416,8924,32,97,50,99,220,11,"676098",NA,1,2016-10-01,2017-09-30,"03/28/2018","N","N","",4011,4,"03/06/2018","F","","","03/01/2018",2017,364
"1185960","676105","THE PLAZA AT LUBBOCK","4910 EMORY","LUBBOCK","TX","79416","LUBBOCK",132,48180,4459,27790,6046,56,106,74,79,262,11,"676105",NA,1,2016-10-01,2017-09-30,"03/28/2018","N","N","",4011,4,"03/12/2018","F","","","03/01/2018",2017,364
"1185962","676146","TOWN EAST REHABILITATION","3617 OHARE DR.","MESQUITE","TX","75150","DALLAS",132,48180,5167,20150,6254,71,62,110,72,325,11,"676146",NA,1,2016-10-01,2017-09-30,"03/28/2018","N","N","",4011,4,"03/07/2018","F","","","03/01/2018",2017,364
"1186054","145853","CENTRAL BAPTIST VILLAGE","4747 NORTH CANFIELD AVENUE","NORRIDGE","IL","60706","COOK",68,24820,2676,2357,17631,41,7,117,65,336,2,"145853",NA,1,2017-01-01,2017-12-31,"03/28/2018","N","N","",6101,4,"03/28/2018","F","","","03/21/2018",2017,364
"1186138","245364","ANNANDALE CARE CENTER","500 PARK STREET EAST","ANNANDALE","MN","55302","WRIGHT",60,21900,1915,7284,9206,56,5,16,34,1456,2,"245364",NA,1,2016-10-01,2017-09-30,"03/29/2018","N","N","",6201,4,"03/26/2018","F","","","03/12/2018",2017,364
"1186140","245566","VALLEY VIEW NURSING HOME","510 EAST CEDAR STREET","HOUSTON","MN","55943","HOUSTON",45,16425,1144,6409,5396,33,13,44,34,493,1,"245566",NA,1,2016-10-01,2017-09-30,"03/29/2018","N","N","",6201,4,"03/26/2018","F","","","03/12/2018",2017,364
"1186218","425165","MAGNOLIA MANOR OF ROCK HILL","127 MURRAH DRIVE","ROCK HILL","SC","29732","YORK",106,38690,3349,28059,4568,56,42,73,59,668,6,"425165",NA,1,2016-10-01,2017-09-30,"03/29/2018","N","N","",12001,4,"03/27/2018","F","","","03/06/2018",2017,364
"1186269","195136","VIRGINIA HALL NH  DBA PROG. CARE CTR","2715 ALBERT BICKNELL DRIVE","SHREVEPORT","LA","71103","CADDO PARISH",131,47815,4553,13461,4797,276,49,79,16,274,2,"195136",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",7001,4,"03/26/2018","F","","","03/01/2018",2017,364
"1186271","195466","LASALLE NURSING HOME","139 NINTH STREET","JENA","LA","71342","LASALLE",133,48545,4267,24960,4113,71,112,86,60,222,11,"195466",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",7001,4,"03/20/2018","F","","","03/01/2018",2017,364
"1186273","255164","JEFFERSON COUNTY NURSING HOME","809 SOUTH MAIN STREET","FAYETTE","MS","39069","JEFFERSON",60,21900,1634,15538,1371,23,10,7,71,1553,9,"255164",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",7001,4,"03/15/2018","F","","","03/08/2018",2017,364
"1186274","255329","MADISON COUNTY NURSING HOME","1421 A  E. PEACE ST.","CANTON","MS","39046","MADISON",95,34675,1480,28051,4848,18,55,26,82,510,9,"255329",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",7001,4,"03/19/2018","F","","","03/05/2018",2017,364
"1186275","255333","GEORGE REGIONAL HEALTH & REHAB CENTE","859 WINTER STREET","LUCEDALE","MS","39452","GEORGE",59,16063,3361,7139,1614,86,2,28,39,3569,9,"255333",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",7001,4,"03/19/2018","F","","","03/05/2018",2017,364
"1186311","425115","HONORAGE NURSING CENTER","1207 NORTH CASHUA","FLORENCE","SC","29501","FLORENCE",88,32120,3565,22912,2095,47,27,7,75,848,4,"425115",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","02/28/2018",2017,364
"1186312","425117","CARLYLE SENIOR CARE OF KINGSTREE  LL","401 NELSON BLVD","KINGSTREE","SC","28556","WILLIAMSBURG",96,35040,3251,27528,2310,50,150,NA,65,183,6,"425117",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","02/28/2018",2017,364
"1186313","425121","CONWAY MANOR  LLC","3300 FOURTH AVENUE","CONWAY","SC","29527","HORRY",190,69350,7400,52692,5442,318,138,194,23,381,4,"425121",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","02/28/2018",2017,364
"1186314","425132","RIDGELAND NURSING CENTER  INC.","1516 GRAYS HWY","RIDGELAND","SC","29936","JASPER",88,32120,3057,25203,1720,53,51,41,57,494,4,"425132",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","02/28/2018",2017,364
"1186315","425146","SANDPIPER REHAB AND NURSING - DELAW","1049 ANNA KNAPP BLVD","MT. PLEASANT","SC","29464","CHARLESTON",176,64240,7115,39037,12472,254,78,167,28,500,4,"425146",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","03/01/2018",2017,364
"1186316","425154","HERITAGE HOME OF FLORENCE INC.","515 SOUTH WARLEY STREET","FLORENCE","SC","29501","FLORENCE",132,48180,5471,25022,15713,68,25,32,80,1000,4,"425154",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","03/01/2018",2017,364
"1186317","425157","SOUTHLAND HEALTH CARE CENTER","722 S DARGAN STREET","FLORENCE","SC","22900","FLORENCE",88,32120,4737,19670,5601,51,7,9,92,2810,4,"425157",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","03/05/2018",2017,364
"1186318","425163","CARLYLE SENIOR CARE OF FLORENCE  LL","133 W CLARKE RD","FLORENCE","SC","29501","FLORENCE",88,32120,5516,25435,383,85,111,NA,64,229,6,"425163",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","02/28/2018",2017,364
"1186319","425168","CARLYLE SENIOR CARE OF FOUNTAIN INN","501 GULLIVER STREET","FOUNTAIN INN","SC","29644","GREENVILLE",60,21900,3693,10051,5966,123,109,NA,30,92,6,"425168",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","02/28/2018",2017,364
"1186320","425170","CALHOUN CONVALESCENT CENTER","601 DANTZLER STREET","SAINT MATTHEWS","SC","29135","CALHOUN",120,43800,3561,31550,6134,32,24,29,111,1314,6,"425170",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/22/2018","F","","","02/28/2018",2017,364
"1186328","495013","RICHFIELD NURSING CENTER","3615 W. MAIN STREET","SALEM","VA","24153","ROANOKE",315,114975,13134,40913,36247,482,94,344,27,435,2,"495013",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11301,4,"03/22/2018","F","","","02/28/2018",2017,364
"1186330","175216","WATHENA HEALTHCARE AND REHAB CENTER","2112 HIGHWAY 36","WATHENA","KS","66090","DONIPHAN",60,5400,195,2592,1086,7,8,4,27,324,6,"175216",NA,1,2017-01-01,2017-03-31,"04/13/2018","N","N","",1011,4,"03/29/2018","F","","","03/28/2018",2017,89
"1186332","505404","BETHANY AT PACIFIC","916 PACIFIC AVENUE","EVERETT","WA","98206","SNOHOMISH",111,40515,3202,24922,8545,NA,NA,NA,NA,NA,1,"505404",NA,1,2017-01-01,2017-12-31,"04/13/2018","N","N","",2001,4,"03/29/2018","F","","","03/26/2018",2017,364
"1186346","255277","GREENE RURAL HEALTH CENTER","1017 JACKSON AVENUE","LEAKESVILLE","MS","39451","GREENE",60,21900,1575,16969,1944,34,12,4,46,1414,9,"255277",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",7001,4,"03/29/2018","F","","","03/05/2018",2017,364
"1186347","425172","MAGNOLIA MANOR OF GREENWOOD","1415 PARKWAY","GREENWOOD","SC","29646","GREENWOOD",88,32120,2921,23727,2960,64,64,49,45,370,6,"425172",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",12001,4,"03/28/2018","F","","","03/06/2018",2017,364
"1186350","375245","NOBLE HEALTH CARE CENTER","1501 N. 8TH STREET","NOBLE","OK","73068","CLEVELAND",10,1800,1098,NA,NA,35,NA,NA,31,NA,5,"375245",NA,1,2017-01-01,2017-06-29,"04/13/2018","N","N","",4011,4,"04/02/2018","F","","","03/15/2018",2017,179
"1186353","675975","VILLAGE CREEK REHABILITATION AND NUR","705 NORTH MAIN STREET","LUMBERTON","TX","77657","HARDIN",120,21960,1704,8798,2887,32,13,29,53,676,11,"675975",NA,1,2017-04-01,2017-09-30,"04/13/2018","N","N","",4011,4,"03/29/2018","F","","","03/06/2018",2017,182
"1186354","425300","LAKE MARION NURSING FACILITY","1527 URBANA ROAD","SUMMERTON","SC","29148","CLARENDON",88,32120,846,28068,1620,11,27,5,76,1039,9,"425300",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/19/2018","F","","","03/05/2018",2017,364
"1186355","425341","LAKE MOULTRIE NURSING FACILITY","1038 MCGILL ROAD","ST. STEPHENS","SC","29479","BERKELEY",88,32120,1708,26705,2045,32,43,11,53,621,9,"425341",NA,1,2016-10-01,2017-09-30,"04/13/2018","N","N","",11001,4,"03/19/2018","F","","","03/05/2018",2017,364
